User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,sentiment
FMC Corporation,@FMCCorp,2018-10-11T16:30:04.000Z,"FMC Corporation
@FMCCorp
·
Oct 11, 2018If you are around Philadelphia today, be sure to check out FMC Tower and Cira Centre North (located near 30th & Market). Both buildings will be lit up in the branding colors for Livent Corporation! Share your photos of the buildings with #LiventGoesLive 
@BrandywineRLTY
1
5
18",1.0,5.0,18.0,neutral
Latest News from Business Wire,@NewsFromBW,2018-10-11T14:24:37.000Z,"Latest News from Business Wire
@NewsFromBW
·
Oct 11, 2018Agricultural Antibacterials - Global Market Opportunities to 2023 featuring BASF, Bayer Cropscience, Dow Agrosciences, FMC Corp, Nippon Soda, and many more - http://ResearchAndMarkets.com http://dlvr.it/Qn1KwZ",,,,neutral
FMC Corporation,@FMCCorp,2018-10-11T13:15:08.000Z,"FMC Corporation
@FMCCorp
·
Oct 11, 2018Tune in as Livent rings the 
@NYSE
 Opening Bell on IPO day!  #LiventGoesLive
https://buff.ly/2RzSjRj
1",,,1.0,neutral
FMC Corporation,@FMCCorp,2018-10-11T11:50:47.000Z,"FMC Corporation
@FMCCorp
·
Oct 11, 2018FMC Corporation has successfully completed the IPO of 
@Livent
, its former Lithium business. Read the full release at: https://buff.ly/2OjPkhS 
#LiventGoesLive
prnewswire.com
Livent Celebrates IPO and First Day of Trading on New York Stock Exchange
/PRNewswire/ -- Livent Corporation (NYSE: LTHM), a leading, global, fully integrated lithium company, opens for trading today on the New York Stock Exchange...
3
6",,3.0,6.0,neutral
Química San Diego,@quimicasandiego,2018-10-10T09:59:06.000Z,"Química San Diego
@quimicasandiego
·
Oct 10, 2018Visit 
@DuPont_News
 @DowChemical
 @FMCCorp
  booth #8F60 at @CPhIWW #CPhIWW #cphi2018 #TopicalIngredients #TopicalExcipients #Solutions #MedicalDevices #Developments
1
2",,1.0,2.0,neutral
MidEast Times,@midetimes,2018-10-09T11:51:07.000Z,"MidEast Times
@midetimes
·
Oct 9, 2018$0.92 Earnings Per Share Expected for FMC Corp $FMC This Quarter http://dailypolitical.com/?p=2411929 #stocks",,,,neutral
Daily Political,@dailypoliticaln,2018-10-09T11:51:05.000Z,"Daily Political
@dailypoliticaln
·
Oct 9, 2018$0.92 Earnings Per Share Expected for FMC Corp $FMC This Quarter http://dailypolitical.com/?p=2411929",,,,neutral
CHEManager International,@CHEManager_EU,2018-10-09T10:41:00.000Z,"CHEManager International
@CHEManager_EU
·
Oct 9, 2018A visit to the 
@DuPont_News
 booth, where they present their business portfolio together with 
@DowPharma
 and 
@FMCCorp
 Health & Nutrition. Thank you very much for the nice conversation. #CPhIWW
1",,,1.0,neutral
MarketBeat,@MarketBeatCom,2018-10-08T07:40:39.000Z,"MarketBeat
@MarketBeatCom
·
Oct 8, 2018Brokerages Anticipate FMC Corp $FMC Will Post Quarterly Sales of $1.01 Billion http://zpr.io/63DgV",,,,neutral
Community Financial,@CFinancialNews,2018-10-08T07:37:40.000Z,"Community Financial
@CFinancialNews
·
Oct 8, 2018Brokerages Anticipate FMC Corp $FMC Will Post Quarterly Sales of $1.01 Billion http://americanbankingnews.com/?p=8204645 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-10-08T07:37:40.000Z,"US Banking News
@AmericanBanking
·
Oct 8, 2018Brokerages Anticipate FMC Corp $FMC Will Post Quarterly Sales of $1.01 Billion http://americanbankingnews.com/?p=8204645 #stocks",,,,neutral
Money Making Articles Hot Stuff,@mmahotstuff1,2018-10-07T15:52:33.000Z,"Money Making Articles Hot Stuff
@mmahotstuff1
·
Oct 7, 2018Fmc Corp $FMC Shareholder King Luther Capital Management Corp Lifted Stake - https://mmahotstuff.com/2018/10/07/fmc-corp-fmc-shareholder-king-luther-capital-management-corp-lifted-stake.html…",,,,neutral
FMC Corporation,@FMCCorp,2018-10-07T14:24:13.000Z,"FMC Corporation
@FMCCorp
·
Oct 7, 2018Replying to 
@morris_nikolaj
 @AmChamdk
 and 
@USAmbDenmark
Thank you!",,,,neutral
Community Financial,@CFinancialNews,2018-10-06T14:26:19.000Z,"Community Financial
@CFinancialNews
·
Oct 6, 2018FMC Corp $FMC Expected to Announce Earnings of $0.92 Per Share http://americanbankingnews.com/?p=8196204 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-10-06T14:26:18.000Z,"US Banking News
@AmericanBanking
·
Oct 6, 2018FMC Corp $FMC Expected to Announce Earnings of $0.92 Per Share http://americanbankingnews.com/?p=8196204 #stocks",,,,neutral
The Markets Daily,@TheMarketsDaily,2018-10-06T14:23:33.000Z,"The Markets Daily
@TheMarketsDaily
·
Oct 6, 2018$0.92 Earnings Per Share Expected for FMC Corp $FMC This Quarter http://zpr.io/63a5H",,,,neutral
FMC Corporation,@FMCCorp,2018-10-05T20:35:32.000Z,"FMC Corporation
@FMCCorp
·
Oct 5, 2018We are proud to be named 2018 Foreign Company of the Year by 
@AmChamdk
. The award, announced by 
@USAmbDenmark
, Carla Sands was presented to FMC for our contributions to crop protection. For more information, https://buff.ly/2PfRg7c 
1
5
12",1.0,5.0,12.0,positive
FMC Corporation,@FMCCorp,2018-10-05T16:00:42.000Z,"FMC Corporation
@FMCCorp
·
Oct 5, 2018Want to work for FMC? We're looking for a Synthetic Organic Chemist at Newark, DE #Job #Career
social.icims.com
in
2",,,2.0,neutral
Ambassador Alan Leventhal,@USAmbDenmark,2018-10-05T09:05:51.000Z,"Ambassador Alan Leventhal
@USAmbDenmark
·
Oct 5, 2018GREAT evening at Sølyst with 
@AmChamdk
 and their remarkable members. A HUGE congratulations to 
@FMCCorp
, an extraordinary American company, for winning the AmCham Foreign Company of the Year award! #jobs #trade #FDI 
1
4
15",1.0,4.0,15.0,positive
Enterprise Leader,@EnterpriseLeade,2018-10-04T23:55:44.000Z,"Enterprise Leader
@EnterpriseLeade
·
Oct 5, 2018FMC Corp $FMC Receives Consensus Rating of “Buy” from Analysts  http://theenterpriseleader.com/?p=1446021",,,,positive
FMC Corporation,@FMCCorp,2018-10-04T17:25:03.000Z,"FMC Corporation
@FMCCorp
·
Oct 4, 2018We are always proud to sponsor great organizations, such as 
@ChemsNW
.  This year, we are the official Health and Safety Award sponsor,  part of the 2019 Chemicals Northwest Awards.
2
5",,2.0,5.0,neutral
Chemicals Northwest,@ChemsNW,2018-10-03T11:12:17.000Z,"Chemicals Northwest
@ChemsNW
·
Oct 3, 2018We are delighted to announce 
@FMCCorp
 are confirmed sponsors of the Health and Safety Award 2019 
@ChemsNW
 2019 Awards
1",,,1.0,neutral
FMC Corporation,@FMCCorp,2018-10-02T20:34:57.000Z,"FMC Corporation
@FMCCorp
·
Oct 2, 2018To celebrate #NDEAM, we’ll be sharing ways to make all employees feel included in our workplaces.  Stay tuned.
3",,,3.0,neutral
StocksPredictor,@StocksPredictr,2018-10-02T18:16:02.000Z,"StocksPredictor
@StocksPredictr
·
Oct 2, 2018Global Food Colorants Market 2018 Top Manufacturers: Royal DSM, FMC Corp ... http://cherrygrrl.com/2018/03/15/global-food-colorants-market-2018-top-manufacturers-royal-dsm-fmc-corp-kalsec-basf-univar/… $FMC #stocks #stockmarket",,,,neutral
Chuck Zimmerman,@AgriBlogger,2018-10-02T16:20:38.000Z,"Chuck Zimmerman
@AgriBlogger
·
Oct 2, 2018This week the 
@ZimmComm
 team is out and about to #WDE18 and a 
@FMCCorp
 field day!  Learning & creating every stop!
1
2",,1.0,2.0,neutral
Transcript Daily,@TranscriptDaily,2018-10-02T15:11:00.000Z,"Transcript Daily
@TranscriptDaily
·
Oct 2, 2018FMC Corp $FMC Receives $102.75 Consensus Target Price from Analysts http://zpr.io/6wmG7",,,,positive
gradireland,@gradireland,2018-10-02T11:40:02.000Z,"gradireland
@gradireland
·
Oct 2, 2018Meet 
@FMCCorp
 tomorrow at our #gradfair and learn more about their #graduate opportunities! Get your free ticket here: http://bit.ly/2wlVNOk
1",,,1.0,neutral
FMC Corporation,@FMCCorp,2018-10-02T08:00:07.000Z,"FMC Corporation
@FMCCorp
·
Oct 2, 2018Bievenue a Uffholtz 
@FMCAgro
 
https://buff.ly/2y4pBir
3
4",,3.0,4.0,neutral
Connectivity Market,@MatildaJohn8,2018-10-02T07:50:17.000Z,"Connectivity Market
@MatildaJohn8
·
Oct 2, 2018Global Chitosan Derivatives Market 2018 Share and Development: BIO21, Kitozyme, FMC Corp and Kunpoong Bio https://perfectanalyst.com/2018/10/02/global-chitosan-derivatives-market-2018-share-and-development/…",,,,neutral
@lake_resources,@lake_resources,2018-10-02T07:03:37.000Z,"@lake_resources
@lake_resources
·
Oct 2, 2018FMC Corp has been operating its lithium business in Argentina for over 20 years, located approximately 80 km southwest from Lake Resources' Kachi Lithium Brine Project

#Livent #lithium #Argentina #NYSE $FMC #battery #market #investing #news
seekingalpha.com
FMC sets price range for lithium producer Livent’s IPO (NYSE:FMC)
FMC Corp. (NYSE:FMC) spinoff Livent says it plans to sell 20M common shares at $18-$20/share on the NYSE; including an additional 3M shares its IPO underwriters may sell, Livent could...
8
12",,8.0,12.0,neutral
Howard Klein,@LithiumIonBull,2018-10-01T13:30:24.000Z,"Howard Klein
@LithiumIonBull
·
Oct 1, 2018Philadelphia Freedom imminent

Updated S/1A filed this morning. 23M shares + 3M shares over-allotment = ~$460M expected proceeds.

No off-take or cornerstone announcements.

Rocky. The Real Thing. #Livent 
@FMCCorp
 #LTHM

Not Advice. DYOR.

https://sec.gov/Archives/edgar/data/1742924/000119312518288488/d603292ds1a.htm…
3",,,3.0,neutral
The Markets Daily,@TheMarketsDaily,2018-09-30T12:56:26.000Z,"The Markets Daily
@TheMarketsDaily
·
Sep 30, 2018Brokerages Set FMC Corp $FMC Target Price at $102.75 http://zpr.io/6DWJB",,,,neutral
Storm Investor,@storminvestor,2018-09-30T12:55:36.000Z,"Storm Investor
@storminvestor
·
Sep 30, 2018FMC Corp $FMC Receives $102.75 Average Price Target from Analysts  http://thestockobserver.com/?p=1613849 #markets",,,,neutral
Enterprise Leader,@EnterpriseLeade,2018-09-30T09:42:37.000Z,"Enterprise Leader
@EnterpriseLeade
·
Sep 30, 2018Zacks: Analysts Expect FMC Corp $FMC Will Announce Earnings of $0.92 Per Share  http://theenterpriseleader.com/?p=1301741",,,,neutral
FMC Corporation,@FMCCorp,2018-09-28T16:00:55.000Z,"FMC Corporation
@FMCCorp
·
Sep 28, 2018Want to work for FMC? We're looking for a Synthetic Organic Chemist at Newark, DE #Job #Career
social.icims.com
in
4
3",,4.0,3.0,neutral
Mediaplanet UK,@MediaplanetUK,2018-09-28T14:20:07.000Z,"Mediaplanet UK
@MediaplanetUK
·
Sep 28, 2018Read the #WorldFoodDay (@FAOWFD) campaign available online at http://globalcause.co.uk - #WFD  featuring 
@FMCCorp",,,,neutral
Raju Kapoor,@rajukap,2018-09-27T06:06:36.000Z,"Raju Kapoor
@rajukap
·
Sep 27, 2018Made a presentation at the inaugural session of 
@DigitalAssocham
 on Shared Value Creation across Food Value Chain. 
@RadhamohanBJP
 chaired the session. Thanks 
@ASSOCHAM_PREZ
 @FMCCorp
 @CropLifeIntl
 @PRupala
 @CropLifeIndia
ASSOCHAM TV
@DigitalAssocham
·
Sep 27, 2018
Release of Knowledge Paper at Exhibitions - Conferences - Roundtables on ""Food Value Chain Partnerships - End to End Approach"" in New Delhi
2
8",,2.0,8.0,neutral
The Lincolnian,@ThisLincolnian,2018-09-27T02:57:04.000Z,"The Lincolnian
@ThisLincolnian
·
Sep 27, 2018$1.01 Billion in Sales Expected for FMC Corp $FMC This Quarter http://thelincolnianonline.com/?p=2368885",,,,neutral
Mason Finance Group,@MasonFinance,2018-09-27T00:57:11.000Z,"Mason Finance Group
@MasonFinance
·
Sep 27, 2018SQM vs. Albemarle vs. FMC Corp.: Which Had the Best Lithium Results in Q2?: If you're interested in lithium stocks, this comparison should help you make investment decisions. https://yhoo.it/2xS6gki",,,,neutral
SERRE Alexandre,@Alex_SERRE1,2018-09-26T19:43:15.000Z,"SERRE Alexandre
@Alex_SERRE1
·
Sep 26, 2018Replying to 
@FMCAgro
 @_AXEREAL
 and 5 others
Merci à vous et à l’organisation!",,,,neutral
Catalyst SDC,@CatalystSDC,2018-09-26T13:28:00.000Z,"Catalyst SDC
@CatalystSDC
·
Sep 26, 2018Yr 5 & Yr 6 from 
@WillastonCE
 having fun in the Explore Your Universe Show on a sponsored visit from 
@FMCCorp
. With a Van der Graaff Generator, plasma ball and IR camera - they are having a great time!
1
6",,1.0,6.0,neutral
Natalia Gamarra,@NataliaG_SoBe,2018-09-26T13:14:05.000Z,"Natalia Gamarra
@NataliaG_SoBe
·
Sep 26, 2018Gral. session breakfast 
@UnitedFresh
 Washington Conference #PowerOfFresh Keynote Speaker: 
Senator Heidi Heitkamp (D-ND) 
A member of the Senate Committee on Agriculture, Nutrition, and Forestry. Thank you to our Sponsors 
Apio Inc. and  
@FMCCorp
1",,,1.0,neutral
The Lincolnian,@ThisLincolnian,2018-09-26T12:08:48.000Z,"The Lincolnian
@ThisLincolnian
·
Sep 26, 2018FMC Corp $FMC to Issue Quarterly Dividend of $0.17 on October 18th http://thelincolnianonline.com/?p=2367930",,,,neutral
Catalyst SDC,@CatalystSDC,2018-09-26T10:44:37.000Z,"Catalyst SDC
@CatalystSDC
·
Sep 26, 2018Glad you are having a great time thanks to sponsored visit from 
@FMCCorp
Willaston CE Primary
@WillastonCE
·
Sep 26, 2018
Y6 exploring @CatalystSDC and having a great time!
1
2",,1.0,2.0,positive
Catalyst SDC,@CatalystSDC,2018-09-26T10:42:41.000Z,"Catalyst SDC
@CatalystSDC
·
Sep 26, 2018Thrilled to welcome 
@WillastonCE
 to Catalyst today on a visit sponsored by 
@FMCCorp
 from Bromborough. Year 5 having a great time 'Making a Medicine' with help from Michelle, Karen and James from 
@FMCCorp
3
1",,3.0,1.0,positive
anagha,@anagha55684330,2018-09-25T14:28:24.000Z,"anagha
@anagha55684330
·
Sep 25, 2018Seed Treatment Market - Size, Share, and Forecast till 2025
https://linkedin.com/pulse/seed-treatment-market-revenue-growth-predicted-2025-mihira-deshmukh/?published=t…
@LinkedInEditors
 @MonsantoBioAg 
@Bayer
 @Syngenta
 @NUFarmersMarket
 @FMCCorp",,,,neutral
REurope,@reurope_stock,2018-09-25T12:19:00.000Z,"REurope
@reurope_stock
·
Sep 25, 2018FMC Corp $FMC  2018 Q2 Sentiment Change http://reurope.com/2018/09/25/fmc-corp-nysefmc-2018-q2-sentiment-change/…",,,,neutral
The Lincolnian,@ThisLincolnian,2018-09-24T17:58:11.000Z,"The Lincolnian
@ThisLincolnian
·
Sep 24, 2018$0.92 Earnings Per Share Expected for FMC Corp $FMC This Quarter http://thelincolnianonline.com/?p=2364763",,,,neutral
FMC Corporation,@FMCCorp,2018-09-24T12:30:10.000Z,"FMC Corporation
@FMCCorp
·
Sep 24, 2018FMC Corporation announced it will release its third quarter 2018 earnings on Monday, November 5, 2018, after the stock market close via PR Newswire. For details on the webcast, check out:  https://buff.ly/2zqss75
5
11",,5.0,11.0,neutral
ResearchPool,@ResearchPool,2018-09-21T05:56:23.000Z,"ResearchPool
@ResearchPool
·
Sep 21, 2018$FMC #FMC Corp. Morningstar | Raising Our Lithium Producer FVEs on Higher Electric Vehicle Adoption and Lithium Prices. See Updated Analyst Note from 21 Sep 2018: We are increasing our fair value estimates for Albemarle, FMC, and Sociedad Quimica Y… http://dlvr.it/Qktpf1",,,,positive
FMC Corporation,@FMCCorp,2018-09-20T21:59:09.000Z,"FMC Corporation
@FMCCorp
·
Sep 20, 2018Happy #TeachAg Day to all of the hardworking Ag teachers whose passion is helping bring forth a new generation of farmers and scientists #AgEdu
7
15",,7.0,15.0,neutral
Rocketnews,@Rocketnews1,2018-09-20T21:07:40.000Z,"Rocketnews
@Rocketnews1
·
Sep 20, 2018SQM vs. Albemarle vs. FMC Corp.: Which Had the Best Lithium Results in Q2? | If you're interested in lithium stocks, this comparison should help you make investment decisions.

 | https://rocketnews.com/2018/09/sqm-vs-albemarle-vs-fmc-corp-which-had-the-best-lithium-results-in-q2/…",,,,neutral
Russell McKenzie,@russbmckenzie,2018-09-20T20:14:21.000Z,"Russell McKenzie
@russbmckenzie
·
Sep 20, 2018Replying to 
@AFCropInputs
 @lindy_eb
 and 8 others
It was a great morning, lots of info, thanks for organising it!
1
1
1",1.0,1.0,1.0,positive
Jim Scarratt,@JimScarratt,2018-09-20T19:58:48.000Z,"Jim Scarratt
@JimScarratt
·
Sep 20, 2018Replying to 
@FMCCorp
 @GillianColman
 and 4 others",,,,neutral
StocksPredictor,@StocksPredictr,2018-09-20T19:04:03.000Z,"StocksPredictor
@StocksPredictr
·
Sep 20, 2018FMC Corp (FMC) Ends Session Above Parabolic SAR https://howardgazette.com/fmc-corp-fmc-ends-session-above-parabolic-sar/104633/… $FMC #stocks #stockmarket",,,,neutral
FMC Corporation,@FMCCorp,2018-09-20T18:14:08.000Z,"FMC Corporation
@FMCCorp
·
Sep 20, 2018#ThrowBackThursday We are thrilled to be back as Ag Innovations Sponsors
for #AgriTradeExhibitor18
Agri-Trade
@agritradetoday
·
Sep 20, 2018
#ThrowBackThursday to @FMCCorp at #AgriTrade17! 
""Bottom line, we’re in this together and the only factor that determined our success is yours.""

#AgriTradeExhibitor18
3",,,3.0,positive
FMC Corporation,@FMCCorp,2018-09-20T18:11:31.000Z,"FMC Corporation
@FMCCorp
·
Sep 20, 2018Replying to 
@JimScarratt
 @GillianColman
 and 4 others
Don't forget about us!
1
3",1.0,,3.0,neutral
Agri-Trade,@agritradetoday,2018-09-20T17:20:09.000Z,"Agri-Trade
@agritradetoday
·
Sep 20, 2018#ThrowBackThursday to 
@FMCCorp
 at #AgriTrade17! 
""Bottom line, we’re in this together and the only factor that determined our success is yours.""

#AgriTradeExhibitor18
1
1",,1.0,1.0,neutral
@aplombfashions,@aplombfashions,2018-09-20T14:53:32.000Z,"@aplombfashions
@aplombfashions
·
Sep 20, 2018""SQM vs. Albemarle vs. FMC Corp.: Which Had the Best Lithium Results in Q2?"" via FOX BIZ https://ift.tt/2POmxhF",,,,positive
Rodrigo Alfaro,@roodalfaro,2018-09-20T14:30:41.000Z,"Rodrigo Alfaro
@roodalfaro
·
Sep 20, 2018SQM vs. Albemarle vs. FMC Corp.: Which Had the Best Lithium Results in Q2? http://dlvr.it/Qkq9CY
1",,1.0,,positive
FMC Corporation,@FMCCorp,2018-09-18T12:41:44.000Z,"FMC Corporation
@FMCCorp
·
Sep 18, 2018#HurricaneFlorence may have passed, but the threat from flooding is far from over. Head over to 
https://redcross.org/donate/hurricane-florence-donations.html/… to 
help those affected by Hurricane Florence.
Red Cross Eastern NC
@RedCrossENC
·
Sep 18, 2018
The threat from #hurricaneflorence is far from over, as extremely dangerous flooding continues. @RedCross is working around the clock to provide safe shelter and comfort to all who need it.",,,,neutral
Cuaderno Agrario,@CuadernoAgrario,2018-09-18T10:33:35.000Z,"Cuaderno Agrario
@CuadernoAgrario
·
Sep 18, 2018Seguimos en la V edición de #Expoalgodon, #Lebrija 
@adama_espana
 @FMCCorp
 @COITAND
 @AgriculturAnd
 @RAIF_noticias
 @ameliaBELCHIM
 @sigfito
 @Sipcam_es 
@StollerEurope
 @Seagro_
  #Sevilla
5
17",,5.0,17.0,neutral
Thomas Jackson,@tjackson171,2018-09-18T06:24:28.000Z,"Thomas Jackson
@tjackson171
·
Sep 18, 2018Global Vacation Rental Software Market 2018 New Trends – Ashland, ADM, CP Kelco, FMC Corp, Cargill, BASF, DuPont, Dow, Ingredion, Akzo Nobel https://threepmnews.com/2018/09/18/global-vacation-rental-software-market-2018-new-trends-ashland-adm-cp-kelco-fmc-corp-cargill-basf-dupont-dow-ingredion-akzo-nobel/… via 
@Three
 PM News",,,,neutral
FMC Corporation,@FMCCorp,2018-09-17T20:00:20.000Z,"FMC Corporation
@FMCCorp
·
Sep 17, 2018A new season of the Popagriculture’s podcast is coming soon. Can’t wait? Listen to the latest episode, Back to the Prairie, here: https://buff.ly/2wzoPsR
1
2",,1.0,2.0,neutral
StocksPredictor,@StocksPredictr,2018-09-17T01:52:26.000Z,"StocksPredictor
@StocksPredictr
·
Sep 17, 2018FMC Corp (FMC) Expected to Post Quarterly Sales of $1.12 Billion https://thelincolnianonline.com/2018/03/15/fmc-corp-fmc-expected-to-post-quarterly-sales-of-1-12-billion.html… $FL #stocks #stockmarket",,,,neutral
Anaya Wellness,@AnayaWellness,2018-09-16T02:04:18.000Z,"Anaya Wellness
@AnayaWellness
·
Sep 16, 2018Replying to 
@rajukap
 @CropLifeIndia
 and 2 others
Congratulations !!",,,,neutral
FMC Corporation,@FMCCorp,2018-09-15T16:30:25.000Z,"FMC Corporation
@FMCCorp
·
Sep 15, 2018Know your enemy! #GiveaCrop
https://buff.ly/2MSN68l",,,,neutral
Legal Intelligencer,@thelegalintel,2018-09-15T02:00:10.000Z,"Legal Intelligencer
@thelegalintel
·
Sep 15, 2018The No. 1 spot this year went to Andrea Utecht, executive vice president, general counsel and secretary of 
@FMCCorp
.
law.com
Plenty of Shakeup Among Pa.'s Highest-Paid GCs as Average Compensation Dips | The Legal Intellige...
This year's list of the highest-paid general counsel at Pennsylvania-based public companies looked quite a bit different from last year's, with several new names in the mix and a lot of movement...",,,,positive
Lawrence Haun,@LawrenceHaun,2018-09-15T01:37:08.000Z,"Lawrence Haun
@LawrenceHaun
·
Sep 15, 2018@EdRollins
 Ed, we knew each other in the 80's and you were kind enough to treat Laura Kotsiris (Cal Manufacturers Assn) and me (FMC Corp) to breakfast in the White House mess, for which I'll always be grateful.  But I fear you've lost your way.  Trump's not worth it.",,,,neutral
Enterprise Leader,@EnterpriseLeade,2018-09-14T21:37:35.000Z,"Enterprise Leader
@EnterpriseLeade
·
Sep 14, 2018Zacks: Analysts Expect FMC Corp $FMC Will Announce Earnings of $0.92 Per Share  http://theenterpriseleader.com/?p=1301741",,,,neutral
FMC Corporation,@FMCCorp,2018-09-14T16:00:48.000Z,"FMC Corporation
@FMCCorp
·
Sep 14, 2018Want to work for FMC? We're looking for a Senior Process Engineer at Ewing, NJ #Job #Career
social.icims.com
in
4",,,4.0,neutral
Rob McClinton,@McClintonR,2018-09-14T14:04:02.000Z,"Rob McClinton
@McClintonR
·
Sep 14, 2018@FMCCorp
 has been nominated for several 
@Agrow_News
 awards including !Best Crop Protection Pipeline! Best formulation Innovation and Best Application Technology Innovation. Fantastic to be a part of a company investing in farmer’s futures! #WestCdnAg
2
4
7",2.0,4.0,7.0,positive
LatinRisk Argentina,@LatinRisk,2018-09-14T12:20:41.000Z,"LatinRisk Argentina
@LatinRisk
·
Sep 14, 2018anti #mining activity : this #weekend, in #Catamarca , a summit of #LatinAmerican popular #assemblies will define regional #claims in defense of #water 
@MiconeRodolfo
 @CatamarcaGob
 @litioargentina
 @FMCCorp
 @NeoLithiumCorp
 #Lithium #Copper
1",,1.0,,neutral
FMC Corporation,@FMCCorp,2018-09-14T12:00:08.000Z,"FMC Corporation
@FMCCorp
·
Sep 14, 2018#DYK it takes 11 years of intensive research and development for a new pesticide to come to the market? Check out this video to learn more on pesticides! #PesticideFacts
https://buff.ly/2wQLelx
4
6",,4.0,6.0,neutral
FMC Corporation,@FMCCorp,2018-09-13T12:00:28.000Z,"FMC Corporation
@FMCCorp
·
Sep 13, 2018Thank you to Karen Cvitkovich for stopping by our offices. Our employees sure looked like they enjoyed themselves!
2",,,2.0,neutral
FMC Corporation,@FMCCorp,2018-09-12T21:28:02.000Z,"FMC Corporation
@FMCCorp
·
Sep 12, 2018As a company with global reach, it’s important for our employees to communicate effectively with the various cultures with whom they are interacting daily.  If you also want to be an effective global communicator, check out https://buff.ly/2x436KU
6",,,6.0,neutral
Amy O'Shea,@amygoshea,2018-09-12T20:49:57.000Z,"Amy O'Shea
@amygoshea
·
Sep 12, 2018We’re excited that 
@FMCCorp
 @FMCAgUS
 named as a finalist for the 2018 Agrow Awards in the categories of Best R&D Pipeline, Best Formulation Innovation (#3RIVE3D formulations), Best Application Technology Innovation (#3RIVE3D ), Best Stewardship Program (FMC Pakistan)#agrowawards
9
12",,9.0,12.0,positive
FMC Corporation,@FMCCorp,2018-09-12T20:01:32.000Z,"FMC Corporation
@FMCCorp
·
Sep 12, 2018We are thrilled to welcome author and founder and president of 
@mosaicgs
 Karen Cvitkovich at FMC to help us navigate through the different cultural realities of how people think and get things done in global business.
2",,,2.0,neutral
FMC Corporation,@FMCCorp,2018-09-12T12:15:36.000Z,"FMC Corporation
@FMCCorp
·
Sep 12, 2018Congratulations on your well deserved TopGun Sales Award 
@SarahDaily2
Sarah Daily
@SarahDaily2
·
Sep 11, 2018
Received the “TopGun” sales award last night at FMC’s 2019 kickoff meeting. Very honored and humbled to be 1 of 2 people in the company to receive it. Thanks to my awesome team, customers, and mentors. Y’all make my job fun! @ChrisReat #Bossman #Agriculture 
2
12",,2.0,12.0,positive
Andy Brosman,@B9Andy,2018-09-12T04:09:18.000Z,"Andy Brosman
@B9Andy
·
Sep 12, 2018Global Chitosan Derivatives Market 2018 Forecast and Share: Kunpoong Bio, FMC Corp, Kitozyme and BIO21 https://reportagestuff.com/2018/09/12/global-chitosan-derivatives-market-2018-forecast-and-share-kunpoong/…",,,,neutral
Enterprise Leader,@EnterpriseLeade,2018-09-12T00:00:38.000Z,"Enterprise Leader
@EnterpriseLeade
·
Sep 12, 2018South Texas Money Management Ltd. Takes Position in FMC Corp $FMC  http://theenterpriseleader.com/?p=1185240",,,,neutral
FMC Corporation,@FMCCorp,2018-09-11T16:00:57.000Z,"FMC Corporation
@FMCCorp
·
Sep 11, 2018FMC has #notasteforwaste, do you? 
Here are some tips to guide you to a more sustainable future. 
https://buff.ly/2onpREy
2
6",,2.0,6.0,neutral
FMC Corporation,@FMCCorp,2018-09-11T12:20:01.000Z,"FMC Corporation
@FMCCorp
·
Sep 11, 2018Getting the best and the brightest young talents 
@Penn_MES_MSAG
 
http://ow.ly/AV2i30lLTdS
3
12",,3.0,12.0,neutral
Enterprise Leader,@EnterpriseLeade,2018-09-11T01:46:28.000Z,"Enterprise Leader
@EnterpriseLeade
·
Sep 11, 2018$0.97 Earnings Per Share Expected for FMC Corp $FMC This Quarter  http://theenterpriseleader.com/?p=1181363",,,,neutral
Penn MES & MSAG,@Penn_MES_MSAG,2018-09-10T17:58:32.000Z,"Penn MES & MSAG
@Penn_MES_MSAG
·
Sep 10, 2018Do you ever wonder what MES students do during the summer?
MES student, Valerie Vincent interned with FMC's Global Sustainability Team 
@FMCCorp
 .
3
3",,3.0,3.0,neutral
FMC Corporation,@FMCCorp,2018-09-09T14:00:13.000Z,"FMC Corporation
@FMCCorp
·
Sep 9, 2018FMC Brazil hosted a Women’s Initiative Network event featuring Heloisa Melo, Agronomist from 
@agroconsult
, and Alexandra Loras from the Consulate General of France in Brazil for a conversation of race, gender and the state Agriculture. Highlights here: https://buff.ly/2MSHdrW
6",,,6.0,neutral
LatinRisk Argentina,@LatinRisk,2018-09-09T11:46:02.000Z,"LatinRisk Argentina
@LatinRisk
·
Sep 9, 2018La fiebre del #litio, de #Jujuy a #Catamarca #Spanish reading  https://clarin.com/economia/economia/fiebre-litio-jujuy-catamarca_0_BJsUmUkum.html… #Lithium 
@tommydepablos
 @litioargentina
 @FMCCorp
 @NeoLithiumCorp
 @OrocobreLimited
 @fundacionminera
3
3",,3.0,3.0,neutral
FMC Corporation,@FMCCorp,2018-09-08T15:41:03.000Z,"FMC Corporation
@FMCCorp
·
Sep 8, 2018#DYK that #Biotechnology is the fasted adopted crop technology in modern times, impacting the lives of 16-17 million small farmers and their families?
1
5",,1.0,5.0,neutral
